0.0,4.12,4.0,2.83,5.0,2.0,6.32,2.24,6.71,4.12,3.0
4.12,0.0,1.0,2.24,2.0,4.12,7.28,5.83,7.07,8.25,4.47
4.0,1.0,0.0,2.83,3.0,4.47,6.32,5.39,6.08,8.06,5.0
2.83,2.24,2.83,0.0,2.24,2.0,8.0,5.0,8.06,6.71,2.24
5.0,2.0,3.0,2.24,0.0,4.12,9.22,7.07,9.06,8.94,4.0
2.0,4.12,4.47,2.0,4.12,0.0,8.25,4.12,8.54,5.0,1.0
6.32,7.28,6.32,8.0,9.22,8.25,0.0,5.0,1.0,7.81,9.22
2.24,5.83,5.39,5.0,7.07,4.12,5.0,0.0,5.66,3.16,5.1
6.71,7.07,6.08,8.06,9.06,8.54,1.0,5.66,0.0,8.6,9.49
4.12,8.25,8.06,6.71,8.94,5.0,7.81,3.16,8.6,0.0,5.66
3.0,4.47,5.0,2.24,4.0,1.0,9.22,5.1,9.49,5.66,0.0
