0.0,9.49,3.61,4.12,6.4,10.82,5.83,9.49,8.25,8.54,8.6,8.0,5.0
9.49,0.0,6.08,8.06,4.12,6.71,6.32,8.49,8.6,1.0,2.83,3.16,6.08
3.61,6.08,0.0,2.83,2.83,7.62,3.0,7.0,6.08,5.1,5.0,5.39,2.0
4.12,8.06,2.83,0.0,4.0,7.07,2.24,5.39,4.12,7.07,6.08,8.06,2.0
6.4,4.12,2.83,4.0,0.0,5.1,2.24,5.39,5.0,3.16,2.24,5.0,2.0
10.82,6.71,7.62,7.07,5.1,0.0,5.0,3.0,4.12,6.32,4.12,9.22,5.83
5.83,6.32,3.0,2.24,2.24,5.0,0.0,4.0,3.16,5.39,4.0,7.07,1.0
9.49,8.49,7.0,5.39,5.39,3.0,4.0,0.0,1.41,7.81,5.66,10.3,5.0
8.25,8.6,6.08,4.12,5.0,4.12,3.16,1.41,0.0,7.81,5.83,10.0,4.12
8.54,1.0,5.1,7.07,3.16,6.32,5.39,7.81,7.81,0.0,2.24,3.0,5.1
8.6,2.83,5.0,6.08,2.24,4.12,4.0,5.66,5.83,2.24,0.0,5.1,4.12
8.0,3.16,5.39,8.06,5.0,9.22,7.07,10.3,10.0,3.0,5.1,0.0,6.4
5.0,6.08,2.0,2.0,2.0,5.83,1.0,5.0,4.12,5.1,4.12,6.4,0.0
