0.0,2.83,1.41,9.49,2.24,5.0,3.0,1.0,7.07,6.32,2.24
2.83,0.0,3.16,8.6,1.0,3.61,2.24,2.24,4.24,4.0,3.0
1.41,3.16,0.0,8.25,3.0,6.08,2.24,1.0,7.21,5.83,1.0
9.49,8.6,8.25,0.0,9.43,12.04,6.71,8.54,8.94,5.83,7.28
2.24,1.0,3.0,9.43,0.0,3.16,2.83,2.0,5.0,5.0,3.16
5.0,3.61,6.08,12.04,3.16,0.0,5.83,5.1,5.0,6.71,6.32
3.0,2.24,2.24,6.71,2.83,5.83,0.0,2.0,5.39,3.61,1.41
1.0,2.24,1.0,8.54,2.0,5.1,2.0,0.0,6.4,5.39,1.41
7.07,4.24,7.21,8.94,5.0,5.0,5.39,6.4,0.0,3.16,6.71
6.32,4.0,5.83,5.83,5.0,6.71,3.61,5.39,3.16,0.0,5.0
2.24,3.0,1.0,7.28,3.16,6.32,1.41,1.41,6.71,5.0,0.0
