0.0,3.0,9.22,7.07,7.07,9.22,5.1,9.43,1.0,4.0,3.16
3.0,0.0,7.21,4.12,5.39,7.62,6.4,7.07,3.16,5.0,3.61
9.22,7.21,0.0,5.0,2.24,1.41,8.06,1.41,8.6,7.28,6.71
7.07,4.12,5.0,0.0,4.47,6.08,8.94,4.12,7.0,7.62,6.32
7.07,5.39,2.24,4.47,0.0,2.24,6.0,3.0,6.4,5.1,4.47
9.22,7.62,1.41,6.08,2.24,0.0,7.28,2.83,8.49,6.71,6.4
5.1,6.4,8.06,8.94,6.0,7.28,0.0,9.0,4.12,1.41,2.83
9.43,7.07,1.41,4.12,3.0,2.83,9.0,0.0,8.94,8.06,7.28
1.0,3.16,8.6,7.0,6.4,8.49,4.12,8.94,0.0,3.0,2.24
4.0,5.0,7.28,7.62,5.1,6.71,1.41,8.06,3.0,0.0,1.41
3.16,3.61,6.71,6.32,4.47,6.4,2.83,7.28,2.24,1.41,0.0
