0.0,4.47,4.12,2.83,10.0,10.63,7.28,4.12,6.4,8.6,6.0,8.94,5.1
4.47,0.0,5.39,2.0,6.32,6.71,3.0,3.61,3.0,4.24,5.66,6.0,1.41
4.12,5.39,0.0,3.61,8.06,8.94,8.25,2.0,5.1,8.06,2.24,6.4,6.71
2.83,2.0,3.61,0.0,7.21,7.81,5.0,2.24,3.61,5.83,4.47,6.32,3.16
10.0,6.32,8.06,7.21,0.0,1.0,6.08,6.4,3.61,3.16,6.32,2.0,7.07
10.63,6.71,8.94,7.81,1.0,0.0,6.0,7.21,4.24,3.0,7.28,3.0,7.28
7.28,3.0,8.25,5.0,6.08,6.0,0.0,6.32,4.24,3.0,8.06,6.71,2.24
4.12,3.61,2.0,2.24,6.4,7.21,6.32,0.0,3.16,6.08,2.24,5.0,5.0
6.4,3.0,5.1,3.61,3.61,4.24,4.24,3.16,0.0,3.0,4.12,3.0,4.12
8.6,4.24,8.06,5.83,3.16,3.0,3.0,6.08,3.0,0.0,7.07,4.24,4.47
6.0,5.66,2.24,4.47,6.32,7.28,8.06,2.24,4.12,7.07,0.0,4.47,7.07
8.94,6.0,6.4,6.32,2.0,3.0,6.71,5.0,3.0,4.24,4.47,0.0,7.07
5.1,1.41,6.71,3.16,7.07,7.28,2.24,5.0,4.12,4.47,7.07,7.07,0.0
