0.0,8.49,5.1,9.0,4.12,8.06,3.0,5.66,3.0,9.22,7.62,6.71
8.49,0.0,5.1,6.71,5.39,7.28,10.82,2.83,6.71,5.0,9.06,3.0
5.1,5.1,0.0,9.43,5.0,9.22,8.06,3.16,2.24,8.54,10.0,2.24
9.0,6.71,9.43,0.0,5.1,1.41,9.49,6.4,9.49,2.0,3.61,8.49
4.12,5.39,5.0,5.1,0.0,4.47,5.66,3.0,4.47,5.1,5.0,5.1
8.06,7.28,9.22,1.41,4.47,0.0,8.25,6.4,8.94,3.16,2.24,8.6
3.0,10.82,8.06,9.49,5.66,8.25,0.0,8.06,6.0,10.3,7.0,9.49
5.66,2.83,3.16,6.4,3.0,6.4,8.06,0.0,4.12,5.39,7.62,2.24
3.0,6.71,2.24,9.49,4.47,8.94,6.0,4.12,0.0,9.06,9.22,4.24
9.22,5.0,8.54,2.0,5.1,3.16,10.3,5.39,9.06,0.0,5.39,7.21
7.62,9.06,10.0,3.61,5.0,2.24,7.0,7.62,9.22,5.39,0.0,9.85
6.71,3.0,2.24,8.49,5.1,8.6,9.49,2.24,4.24,7.21,9.85,0.0
