0.0,4.24,2.24,4.47,4.24,5.0,1.41,3.16,6.71,5.83,2.24,6.4
4.24,0.0,5.39,1.41,6.0,1.0,4.47,7.21,3.0,6.32,4.12,2.24
2.24,5.39,0.0,5.0,6.4,6.32,3.61,4.12,7.07,8.06,4.47,7.21
4.47,1.41,5.0,0.0,7.07,2.24,5.1,7.62,2.24,7.62,5.0,2.24
4.24,6.0,6.4,7.07,0.0,6.08,2.83,4.0,9.0,2.0,2.24,8.06
5.0,1.0,6.32,2.24,6.08,0.0,5.0,7.81,3.16,6.08,4.47,2.0
1.41,4.47,3.61,5.1,2.83,5.0,0.0,2.83,7.28,4.47,1.0,6.71
3.16,7.21,4.12,7.62,4.0,7.81,2.83,0.0,9.85,6.0,3.61,9.43
6.71,3.0,7.07,2.24,9.0,3.16,7.28,9.85,0.0,9.22,7.07,1.41
5.83,6.32,8.06,7.62,2.0,6.08,4.47,6.0,9.22,0.0,3.61,8.06
2.24,4.12,4.47,5.0,2.24,4.47,1.0,3.61,7.07,3.61,0.0,6.32
6.4,2.24,7.21,2.24,8.06,2.0,6.71,9.43,1.41,8.06,6.32,0.0
