0.0,3.16,3.61,4.24,8.54,10.3,6.0,8.06,3.16,5.0,7.07,2.24
3.16,0.0,3.0,4.0,6.4,8.49,7.62,5.39,2.0,2.24,6.32,2.24
3.61,3.0,0.0,1.0,5.1,6.71,5.0,5.1,1.0,5.1,3.61,4.47
4.24,4.0,1.0,0.0,5.0,6.32,4.24,5.39,2.0,6.08,2.83,5.39
8.54,6.4,5.1,5.0,0.0,2.24,8.54,2.0,5.39,7.21,3.61,8.6
10.3,8.49,6.71,6.32,2.24,0.0,9.06,4.12,7.21,9.43,4.0,10.63
6.0,7.62,5.0,4.24,8.54,9.06,0.0,9.43,5.83,9.85,5.1,8.06
8.06,5.39,5.1,5.39,2.0,4.12,9.43,0.0,5.0,5.66,5.0,7.62
3.16,2.0,1.0,2.0,5.39,7.21,5.83,5.0,0.0,4.12,4.47,3.61
5.0,2.24,5.1,6.08,7.21,9.43,9.85,5.66,4.12,0.0,8.06,3.16
7.07,6.32,3.61,2.83,3.61,4.0,5.1,5.0,4.47,8.06,0.0,8.06
2.24,2.24,4.47,5.39,8.6,10.63,8.06,7.62,3.61,3.16,8.06,0.0
