0.0,2.83,1.0,5.66,3.0,5.83,7.21,3.61,5.0,4.12,5.1
2.83,0.0,2.24,8.49,5.39,8.6,8.25,5.0,5.39,6.08,7.07
1.0,2.24,0.0,6.4,3.16,6.71,6.71,4.47,4.24,4.0,5.0
5.66,8.49,6.4,0.0,4.12,1.41,8.25,6.08,8.06,5.0,5.1
3.0,5.39,3.16,4.12,0.0,5.0,5.0,5.83,4.0,1.41,2.24
5.83,8.6,6.71,1.41,5.0,0.0,9.49,5.39,9.0,6.08,6.32
7.21,8.25,6.71,8.25,5.0,9.49,0.0,10.63,3.0,3.61,3.16
3.61,5.0,4.47,6.08,5.83,5.39,10.63,0.0,8.6,7.21,8.06
5.0,5.39,4.24,8.06,4.0,9.0,3.0,8.6,0.0,3.16,3.61
4.12,6.08,4.0,5.0,1.41,6.08,3.61,7.21,3.16,0.0,1.0
5.1,7.07,5.0,5.1,2.24,6.32,3.16,8.06,3.61,1.0,0.0
