0.0,5.0,6.08,2.0,3.0,3.16,6.71,2.24,4.12,5.66,1.0
5.0,0.0,4.47,3.61,3.16,7.81,2.0,6.32,3.16,1.0,5.83
6.08,4.47,0.0,4.12,3.16,7.28,4.0,8.25,7.07,5.39,7.07
2.0,3.61,4.12,0.0,1.0,4.24,5.0,4.12,4.12,4.47,3.0
3.0,3.16,3.16,1.0,0.0,5.0,4.24,5.1,4.47,4.12,4.0
3.16,7.81,7.28,4.24,5.0,0.0,9.22,4.12,7.28,8.6,3.0
6.71,2.0,4.0,5.0,4.24,9.22,0.0,8.25,5.1,2.24,7.62
2.24,6.32,8.25,4.12,5.1,4.12,8.25,0.0,4.24,6.71,1.41
4.12,3.16,7.07,4.12,4.47,7.28,5.1,4.24,0.0,3.0,4.47
5.66,1.0,5.39,4.47,4.12,8.6,2.24,6.71,3.0,0.0,6.4
1.0,5.83,7.07,3.0,4.0,3.0,7.62,1.41,4.47,6.4,0.0
