0.0,6.32,1.41,4.12,7.07,4.47,8.6,2.24,5.0,5.39,1.0,7.07,7.28
6.32,0.0,5.83,5.39,1.41,4.47,3.16,4.12,6.71,1.0,7.28,7.07,1.0
1.41,5.83,0.0,5.0,6.32,3.16,8.49,2.24,6.08,5.0,2.24,8.0,6.71
4.12,5.39,5.0,0.0,6.71,6.71,6.08,3.16,1.41,4.47,4.47,3.0,6.32
7.07,1.41,6.32,6.71,0.0,4.24,4.0,5.0,8.06,2.24,8.06,8.49,1.0
4.47,4.47,3.16,6.71,4.24,0.0,7.62,3.61,8.06,4.12,5.39,9.49,5.0
8.6,3.16,8.49,6.08,4.0,7.62,0.0,6.4,7.0,3.61,9.43,6.32,3.0
2.24,4.12,2.24,3.16,5.0,3.61,6.4,0.0,4.47,3.16,3.16,6.08,5.1
5.0,6.71,6.08,1.41,8.06,8.06,7.0,4.47,0.0,5.83,5.1,2.24,7.62
5.39,1.0,5.0,4.47,2.24,4.12,3.61,3.16,5.83,0.0,6.32,6.4,2.0
1.0,7.28,2.24,4.47,8.06,5.39,9.43,3.16,5.1,6.32,0.0,7.28,8.25
7.07,7.07,8.0,3.0,8.49,9.49,6.32,6.08,2.24,6.4,7.28,0.0,7.81
7.28,1.0,6.71,6.32,1.0,5.0,3.0,5.1,7.62,2.0,8.25,7.81,0.0
