0.0,3.0,1.41,5.83,7.07,4.24,3.16,5.66,3.61,5.1,2.24,4.12
3.0,0.0,4.12,3.61,5.39,3.0,3.61,4.12,6.32,5.39,1.41,4.47
1.41,4.12,0.0,6.32,7.21,4.47,4.47,5.83,3.61,4.47,3.0,3.61
5.83,3.61,6.32,0.0,2.0,2.0,7.21,1.41,9.43,4.47,3.61,4.12
7.07,5.39,7.21,2.0,0.0,2.83,8.94,1.41,10.63,4.0,5.0,4.12
4.24,3.0,4.47,2.0,2.83,0.0,6.32,1.41,7.81,2.83,2.24,2.24
3.16,3.61,4.47,7.21,8.94,6.32,0.0,7.62,4.12,8.0,4.12,7.0
5.66,4.12,5.83,1.41,1.41,1.41,7.62,0.0,9.22,3.16,3.61,3.0
3.61,6.32,3.61,9.43,10.63,7.81,4.12,9.22,0.0,8.06,5.83,7.21
5.1,5.39,4.47,4.47,4.0,2.83,8.0,3.16,8.06,0.0,4.12,1.0
2.24,1.41,3.0,3.61,5.0,2.24,4.12,3.61,5.83,4.12,0.0,3.16
4.12,4.47,3.61,4.12,4.12,2.24,7.0,3.0,7.21,1.0,3.16,0.0
