0.0,3.16,2.83,5.0,4.0,4.47,4.0,5.1,7.07,3.61,4.12
3.16,0.0,3.16,6.71,4.24,7.07,7.07,6.32,10.0,6.08,6.4
2.83,3.16,0.0,3.61,6.32,4.47,6.32,3.16,7.62,6.4,3.61
5.0,6.71,3.61,0.0,9.0,2.24,6.4,1.0,5.0,7.62,1.41
4.0,4.24,6.32,9.0,0.0,8.25,5.66,9.06,10.3,3.61,8.06
4.47,7.07,4.47,2.24,8.25,0.0,4.47,3.16,3.16,6.08,1.0
4.0,7.07,6.32,6.4,5.66,4.47,0.0,7.07,5.1,2.24,5.0
5.1,6.32,3.16,1.0,9.06,3.16,7.07,0.0,6.0,8.06,2.24
7.07,10.0,7.62,5.0,10.3,3.16,5.1,6.0,0.0,7.28,4.12
3.61,6.08,6.4,7.62,3.61,6.08,2.24,8.06,7.28,0.0,6.32
4.12,6.4,3.61,1.41,8.06,1.0,5.0,2.24,4.12,6.32,0.0
