0.0,5.39,5.66,3.16,3.0,2.83,2.83,3.16,2.0,5.0,5.0,4.47
5.39,0.0,10.82,6.08,5.1,5.0,7.0,7.81,7.28,1.41,8.25,1.0
5.66,10.82,0.0,7.62,8.06,6.32,6.32,3.16,4.47,10.63,8.06,10.0
3.16,6.08,7.62,0.0,1.0,5.83,1.41,6.0,3.16,5.0,2.24,5.1
3.0,5.1,8.06,1.0,0.0,5.39,2.24,6.08,3.61,4.0,3.16,4.12
2.83,5.0,6.32,5.83,5.39,0.0,5.66,3.16,4.47,5.39,7.81,4.47
2.83,7.0,6.32,1.41,2.24,5.66,0.0,5.1,2.0,6.08,2.24,6.0
3.16,7.81,3.16,6.0,6.08,3.16,5.1,0.0,3.16,7.81,7.28,7.07
2.0,7.28,4.47,3.16,3.61,4.47,2.0,3.16,0.0,6.71,4.12,6.32
5.0,1.41,10.63,5.0,4.0,5.39,6.08,7.81,6.71,0.0,7.07,1.0
5.0,8.25,8.06,2.24,3.16,7.81,2.24,7.28,4.12,7.07,0.0,7.28
4.47,1.0,10.0,5.1,4.12,4.47,6.0,7.07,6.32,1.0,7.28,0.0
