0.0,7.07,6.08,1.41,5.0,6.4,2.24,5.39,3.0,2.0,4.24,3.0,1.41
7.07,0.0,4.12,7.21,2.24,1.0,5.0,7.0,5.39,5.83,11.31,9.43,7.21
6.08,4.12,0.0,7.0,2.83,3.16,5.1,8.94,6.32,6.08,9.85,7.21,5.39
1.41,7.21,7.0,0.0,5.39,6.71,2.24,4.12,2.24,1.41,4.47,4.12,2.83
5.0,2.24,2.83,5.39,0.0,1.41,3.16,6.32,4.0,4.12,9.22,7.21,5.0
6.4,1.0,3.16,6.71,1.41,0.0,4.47,7.07,5.1,5.39,10.63,8.6,6.4
2.24,5.0,5.1,2.24,3.16,4.47,0.0,4.24,1.41,1.0,6.4,5.1,3.0
5.39,7.0,8.94,4.12,6.32,7.07,4.24,0.0,2.83,3.61,8.06,8.25,6.71
3.0,5.39,6.32,2.24,4.0,5.1,1.41,2.83,0.0,1.0,6.71,6.0,4.12
2.0,5.83,6.08,1.41,4.12,5.39,1.0,3.61,1.0,0.0,5.83,5.0,3.16
4.24,11.31,9.85,4.47,9.22,10.63,6.4,8.06,6.71,5.83,0.0,3.0,4.47
3.0,9.43,7.21,4.12,7.21,8.6,5.1,8.25,6.0,5.0,3.0,0.0,2.24
1.41,7.21,5.39,2.83,5.0,6.4,3.0,6.71,4.12,3.16,4.47,2.24,0.0
