0.0,4.12,4.47,7.07,2.24,1.0,1.41,2.24,3.0,5.66,6.71,3.61
4.12,0.0,3.0,7.81,3.16,5.1,5.0,2.83,1.41,3.0,8.6,1.41
4.47,3.0,0.0,10.3,5.0,5.39,5.83,2.24,2.24,6.0,10.63,4.12
7.07,7.81,10.3,0.0,5.39,7.0,6.0,8.54,8.06,5.83,2.24,6.4
2.24,3.16,5.0,5.39,0.0,2.83,2.24,3.16,2.83,3.61,5.66,2.0
1.0,5.1,5.39,7.0,2.83,0.0,1.0,3.16,4.0,6.4,6.32,4.47
1.41,5.0,5.83,6.0,2.24,1.0,0.0,3.61,4.12,5.83,5.39,4.12
2.24,2.83,2.24,8.54,3.16,3.16,3.61,0.0,1.41,5.39,8.6,3.16
3.0,1.41,2.24,8.06,2.83,4.0,4.12,1.41,0.0,4.12,8.49,2.0
5.66,3.0,6.0,5.83,3.61,6.4,5.83,5.39,4.12,0.0,7.28,2.24
6.71,8.6,10.63,2.24,5.66,6.32,5.39,8.6,8.49,7.28,0.0,7.21
3.61,1.41,4.12,6.4,2.0,4.47,4.12,3.16,2.0,2.24,7.21,0.0
