0.0,5.1,4.0,7.81,4.12,5.0,9.43,7.07,9.0,6.0,3.16,2.24
5.1,0.0,5.83,5.0,1.0,6.4,5.0,7.21,9.43,1.41,6.32,4.12
4.0,5.83,0.0,5.39,5.0,1.0,8.06,3.16,5.0,7.21,1.41,2.24
7.81,5.0,5.39,0.0,5.1,5.1,3.16,4.12,5.83,6.08,6.71,5.66
4.12,1.0,5.0,5.1,0.0,5.66,5.66,6.71,8.94,2.24,5.39,3.16
5.0,6.4,1.0,5.1,5.66,0.0,8.0,2.24,4.0,7.81,2.24,3.16
9.43,5.0,8.06,3.16,5.66,8.0,0.0,7.28,8.94,5.39,9.22,7.62
7.07,7.21,3.16,4.12,6.71,2.24,7.28,0.0,2.24,8.6,4.47,5.0
9.0,9.43,5.0,5.83,8.94,4.0,8.94,2.24,0.0,10.82,6.08,7.07
6.0,1.41,7.21,6.08,2.24,7.81,5.39,8.6,10.82,0.0,7.62,5.39
3.16,6.32,1.41,6.71,5.39,2.24,9.22,4.47,6.08,7.62,0.0,2.24
2.24,4.12,2.24,5.66,3.16,3.16,7.62,5.0,7.07,5.39,2.24,0.0
