0.0,2.24,6.32,3.61,3.0,7.28,5.39,6.0,2.24,6.08,6.08
2.24,0.0,5.0,1.41,2.83,7.21,7.62,5.39,4.0,5.1,5.83
6.32,5.0,0.0,4.12,3.61,4.12,10.63,2.0,6.4,1.0,3.0
3.61,1.41,4.12,0.0,3.16,7.07,8.94,5.0,5.1,4.47,5.66
3.0,2.83,3.61,3.16,0.0,4.47,7.07,3.0,2.83,3.16,3.16
7.28,7.21,4.12,7.07,4.47,0.0,9.49,2.24,6.0,3.16,1.41
5.39,7.62,10.63,8.94,7.07,9.49,0.0,9.43,4.24,10.0,8.94
6.0,5.39,2.0,5.0,3.0,2.24,9.43,0.0,5.39,1.0,1.0
2.24,4.0,6.4,5.1,2.83,6.0,4.24,5.39,0.0,5.83,5.1
6.08,5.1,1.0,4.47,3.16,3.16,10.0,1.0,5.83,0.0,2.0
6.08,5.83,3.0,5.66,3.16,1.41,8.94,1.0,5.1,2.0,0.0
