0.0,6.08,3.61,6.71,3.16,3.16,3.16,5.83,5.39,3.61,7.0,2.24,1.41
6.08,0.0,4.47,5.83,5.39,3.0,3.61,4.12,8.94,5.66,1.41,4.0,5.39
3.61,4.47,0.0,3.16,1.0,2.24,4.12,6.71,4.47,6.0,5.83,2.0,4.12
6.71,5.83,3.16,0.0,3.61,5.0,7.0,9.22,5.1,9.06,7.21,5.1,7.28
3.16,5.39,1.0,3.61,0.0,2.83,4.47,7.21,3.61,6.08,6.71,2.24,4.0
3.16,3.0,2.24,5.0,2.83,0.0,2.0,4.47,6.4,4.12,4.12,1.0,2.83
3.16,3.61,4.12,7.0,4.47,2.0,0.0,2.83,7.81,2.24,4.12,2.24,2.0
5.83,4.12,6.71,9.22,7.21,4.47,2.83,0.0,10.63,3.0,3.61,5.0,4.47
5.39,8.94,4.47,5.1,3.61,6.4,7.81,10.63,0.0,8.94,10.3,5.66,6.71
3.61,5.66,6.0,9.06,6.08,4.12,2.24,3.0,8.94,0.0,5.83,4.0,2.24
7.0,1.41,5.83,7.21,6.71,4.12,4.12,3.61,10.3,5.83,0.0,5.1,6.08
2.24,4.0,2.0,5.1,2.24,1.0,2.24,5.0,5.66,4.0,5.1,0.0,2.24
1.41,5.39,4.12,7.28,4.0,2.83,2.0,4.47,6.71,2.24,6.08,2.24,0.0
