0.0,3.16,3.61,5.0,5.0,1.0,6.71,4.0,6.08,2.83,4.12,3.16
3.16,0.0,5.39,8.06,6.71,2.24,9.22,4.24,9.22,1.41,7.0,4.47
3.61,5.39,0.0,4.24,8.25,4.24,4.0,2.24,5.66,4.12,2.83,6.71
5.0,8.06,4.24,0.0,7.07,6.0,3.16,6.4,1.41,7.28,1.41,6.71
5.0,6.71,8.25,7.07,0.0,5.1,10.0,9.0,7.21,7.28,7.21,2.24
1.0,2.24,4.24,6.0,5.1,0.0,7.62,4.12,7.07,2.24,5.1,3.0
6.71,9.22,4.0,3.16,10.0,7.62,0.0,6.08,4.0,8.06,2.83,9.22
4.0,4.24,2.24,6.4,9.0,4.12,6.08,0.0,7.81,2.83,5.0,7.07
6.08,9.22,5.66,1.41,7.21,7.07,4.0,7.81,0.0,8.54,2.83,7.28
2.83,1.41,4.12,7.28,7.28,2.24,8.06,2.83,8.54,0.0,6.08,5.1
4.12,7.0,2.83,1.41,7.21,5.1,2.83,5.0,2.83,6.08,0.0,6.4
3.16,4.47,6.71,6.71,2.24,3.0,9.22,7.07,7.28,5.1,6.4,0.0
