0.0,5.39,5.0,4.12,3.0,6.08,9.06,9.06,7.28,8.49,6.08,5.0,6.08
5.39,0.0,2.0,4.47,2.83,3.16,4.12,5.0,4.47,4.12,1.41,1.41,5.66
5.0,2.0,0.0,5.66,2.0,1.41,4.12,4.12,2.83,6.08,1.41,3.16,7.21
4.12,4.47,5.66,0.0,4.47,7.07,8.54,9.43,8.49,5.39,5.83,3.16,2.0
3.0,2.83,2.0,4.47,0.0,3.16,6.08,6.08,4.47,6.71,3.16,3.16,6.32
6.08,3.16,1.41,7.07,3.16,0.0,3.61,3.0,1.41,7.0,2.0,4.47,8.6
9.06,4.12,4.12,8.54,6.08,3.61,0.0,2.0,3.61,5.83,3.0,5.39,9.43
9.06,5.0,4.12,9.43,6.08,3.0,2.0,0.0,2.24,7.62,3.61,6.4,10.63
7.28,4.47,2.83,8.49,4.47,1.41,3.61,2.24,0.0,8.06,3.16,5.83,10.0
8.49,4.12,6.08,5.39,6.71,7.0,5.83,7.62,8.06,0.0,5.0,3.61,5.0
6.08,1.41,1.41,5.83,3.16,2.0,3.0,3.61,3.16,5.0,0.0,2.83,7.07
5.0,1.41,3.16,3.16,3.16,4.47,5.39,6.4,5.83,3.61,2.83,0.0,4.24
6.08,5.66,7.21,2.0,6.32,8.6,9.43,10.63,10.0,5.0,7.07,4.24,0.0
