0.0,4.0,6.08,2.24,4.24,1.0,6.4,5.0,6.4,5.0,4.47
4.0,0.0,7.81,2.24,7.62,5.0,5.0,4.12,9.85,8.54,4.47
6.08,7.81,0.0,7.62,9.22,6.0,5.1,4.47,4.47,9.49,3.61
2.24,2.24,7.62,0.0,5.39,3.16,6.32,5.1,8.6,6.32,5.0
4.24,7.62,9.22,5.39,0.0,3.61,10.63,9.22,7.28,1.0,8.6
1.0,5.0,6.0,3.16,3.61,0.0,7.07,5.66,5.66,4.24,5.0
6.4,5.0,5.1,6.32,10.63,7.07,0.0,1.41,9.06,11.31,2.24
5.0,4.12,4.47,5.1,9.22,5.66,1.41,0.0,8.0,9.9,1.0
6.4,9.85,4.47,8.6,7.28,5.66,9.06,8.0,0.0,7.07,7.0
5.0,8.54,9.49,6.32,1.0,4.24,11.31,9.9,7.07,0.0,9.22
4.47,4.47,3.61,5.0,8.6,5.0,2.24,1.0,7.0,9.22,0.0
