0.0,1.41,3.61,5.39,3.61,6.0,4.12,2.24,3.16,4.12,4.24,3.16,4.24
1.41,0.0,5.0,5.0,2.24,5.1,3.0,2.24,2.83,3.61,5.66,2.0,2.83
3.61,5.0,0.0,8.0,7.07,9.22,7.62,5.1,6.08,6.32,1.0,6.4,7.81
5.39,5.0,8.0,0.0,5.83,2.24,3.16,3.16,2.24,8.49,8.06,6.4,5.39
3.61,2.24,7.07,5.83,0.0,5.0,2.83,4.0,4.12,3.16,7.81,1.0,1.0
6.0,5.1,9.22,2.24,5.0,0.0,2.24,4.12,3.16,8.06,9.49,5.83,4.24
4.12,3.0,7.62,3.16,2.83,2.24,0.0,2.83,2.24,5.83,8.06,3.61,2.24
2.24,2.24,5.1,3.16,4.0,4.12,2.83,0.0,1.0,5.83,5.39,4.12,4.12
3.16,2.83,6.08,2.24,4.12,3.16,2.24,1.0,0.0,6.4,6.32,4.47,4.0
4.12,3.61,6.32,8.49,3.16,8.06,5.83,5.83,6.4,0.0,7.28,2.24,4.12
4.24,5.66,1.0,8.06,7.81,9.49,8.06,5.39,6.32,7.28,0.0,7.21,8.49
3.16,2.0,6.4,6.4,1.0,5.83,3.61,4.12,4.47,2.24,7.21,0.0,2.0
4.24,2.83,7.81,5.39,1.0,4.24,2.24,4.12,4.0,4.12,8.49,2.0,0.0
268.69500000000005,268.69500000000005,268.69500000000005,268.69500000000005,268.69500000000005,268.69500000000005,268.69500000000005,268.69500000000005,268.69500000000005,268.69500000000005,268.69500000000005,268.69500000000005,268.69500000000005
