0.0,5.83,3.0,8.25,8.94,2.24,7.0,8.54,9.0,4.12,5.39,6.08,6.08
5.83,0.0,5.0,5.83,3.16,4.12,3.61,3.0,5.0,4.12,3.61,4.12,2.24
3.0,5.0,0.0,9.43,8.06,1.41,7.62,8.0,9.49,5.66,2.83,7.21,6.32
8.25,5.83,9.43,0.0,6.0,8.06,2.24,5.0,2.24,4.12,9.22,2.24,3.61
8.94,3.16,8.06,6.0,0.0,7.28,4.12,1.0,4.12,6.4,6.08,5.39,3.61
2.24,4.12,1.41,8.06,7.28,0.0,6.32,7.07,8.25,4.24,3.16,5.83,5.1
7.0,3.61,7.62,2.24,4.12,6.32,0.0,3.16,2.0,3.16,7.07,1.41,1.41
8.54,3.0,8.0,5.0,1.0,7.07,3.16,0.0,3.16,5.66,6.32,4.47,2.83
9.0,5.0,9.49,2.24,4.12,8.25,2.0,3.16,0.0,5.1,8.6,3.16,3.16
4.12,4.12,5.66,4.12,6.4,4.24,3.16,5.66,5.1,0.0,6.32,2.0,2.83
5.39,3.61,2.83,9.22,6.08,3.16,7.07,6.32,8.6,6.32,0.0,7.21,5.66
6.08,4.12,7.21,2.24,5.39,5.83,1.41,4.47,3.16,2.0,7.21,0.0,2.0
6.08,2.24,6.32,3.61,3.61,5.1,1.41,2.83,3.16,2.83,5.66,2.0,0.0
293.775,293.775,293.775,293.775,293.775,293.775,293.775,293.775,293.775,293.775,293.775,293.775,293.775
