0.0,1.0,4.12,2.24,5.39,4.12,3.16,2.0,1.0,1.41,7.62,3.61
1.0,0.0,4.0,2.0,6.32,4.47,4.12,2.24,1.41,2.24,8.54,3.16
4.12,4.0,0.0,2.0,6.32,2.0,5.0,2.24,3.16,3.61,8.06,1.41
2.24,2.0,2.0,0.0,6.0,2.83,4.12,1.0,1.41,2.24,8.06,1.41
5.39,6.32,6.32,6.0,0.0,4.47,2.24,5.0,5.1,4.12,2.24,7.07
4.12,4.47,2.0,2.83,4.47,0.0,3.61,2.24,3.16,3.0,6.08,3.16
3.16,4.12,5.0,4.12,2.24,3.61,0.0,3.16,3.0,2.0,4.47,5.39
2.0,2.24,2.24,1.0,5.0,2.24,3.16,0.0,1.0,1.41,7.07,2.24
1.0,1.41,3.16,1.41,5.1,3.16,3.0,1.0,0.0,1.0,7.28,2.83
1.41,2.24,3.61,2.24,4.12,3.0,2.0,1.41,1.0,0.0,6.32,3.61
7.62,8.54,8.06,8.06,2.24,6.08,4.47,7.07,7.28,6.32,0.0,9.0
3.61,3.16,1.41,1.41,7.07,3.16,5.39,2.24,2.83,3.61,9.0,0.0
184.73250000000002,184.73250000000002,184.73250000000002,184.73250000000002,184.73250000000002,184.73250000000002,184.73250000000002,184.73250000000002,184.73250000000002,184.73250000000002,184.73250000000002,184.73250000000002
