0.0,5.1,11.4,6.71,5.39,8.06,6.0,8.6,1.41,10.3,8.6,7.62
5.1,0.0,7.21,2.24,1.0,8.06,1.41,6.0,4.47,5.66,4.47,6.32
11.4,7.21,0.0,5.0,6.4,8.06,7.62,4.0,11.31,2.0,2.83,6.0
6.71,2.24,5.0,0.0,1.41,7.07,3.0,4.12,6.4,3.61,2.24,5.0
5.39,1.0,6.4,1.41,0.0,7.21,2.24,5.0,5.0,5.0,3.61,5.39
8.06,8.06,8.06,7.07,7.21,0.0,9.43,4.12,9.0,8.54,6.71,2.24
6.0,1.41,7.62,3.0,2.24,9.43,0.0,7.07,5.1,5.83,5.1,7.62
8.6,6.0,4.0,4.12,5.0,4.12,7.07,0.0,8.94,4.47,2.83,2.0
1.41,4.47,11.31,6.4,5.0,9.0,5.1,8.94,0.0,10.0,8.49,8.25
10.3,5.66,2.0,3.61,5.0,8.54,5.83,4.47,10.0,0.0,2.0,6.32
8.6,4.47,2.83,2.24,3.61,6.71,5.1,2.83,8.49,2.0,0.0,4.47
7.62,6.32,6.0,5.0,5.39,2.24,7.62,2.0,8.25,6.32,4.47,0.0
280.56,280.56,280.56,280.56,280.56,280.56,280.56,280.56,280.56,280.56,280.56,280.56
