0.0,1.0,6.0,7.07,7.81,7.21,5.1,2.83,2.24,8.06
1.0,0.0,6.08,8.06,8.6,8.06,5.39,2.24,3.16,8.94
6.0,6.08,0.0,9.9,6.08,6.32,1.41,4.47,7.28,7.28
7.07,8.06,9.9,0.0,6.08,5.1,8.49,9.49,5.0,5.0
7.81,8.6,6.08,6.08,0.0,1.0,5.0,8.54,7.21,1.41
7.21,8.06,6.32,5.1,1.0,0.0,5.1,8.25,6.4,1.0
5.1,5.39,1.41,8.49,5.0,5.1,0.0,4.24,6.08,6.08
2.83,2.24,4.47,9.49,8.54,8.25,4.24,0.0,5.0,9.22
2.24,3.16,7.28,5.0,7.21,6.4,6.08,5.0,0.0,7.07
8.06,8.94,7.28,5.0,1.41,1.0,6.08,9.22,7.07,0.0
196.01250000000002,196.01250000000002,196.01250000000002,196.01250000000002,196.01250000000002,196.01250000000002,196.01250000000002,196.01250000000002,196.01250000000002,196.01250000000002
