0.0,3.16,9.43,2.83,8.54,4.12,7.28,2.24,8.06,6.4,8.0,5.0,2.0
3.16,0.0,12.04,5.83,9.0,6.4,8.06,5.0,9.22,9.22,9.49,8.06,4.24
9.43,12.04,0.0,6.71,8.0,5.66,7.07,9.49,6.0,3.16,5.0,5.1,7.81
2.83,5.83,6.71,0.0,7.81,2.24,6.4,3.0,6.71,3.61,6.32,2.24,2.0
8.54,9.0,8.0,7.81,0.0,5.66,1.41,10.3,2.0,7.62,3.0,8.6,6.71
4.12,6.4,5.66,2.24,5.66,0.0,4.24,5.1,4.47,3.16,4.12,3.16,2.24
7.28,8.06,7.07,6.4,1.41,4.24,0.0,8.94,1.41,6.32,2.24,7.21,5.39
2.24,5.0,9.49,3.0,10.3,5.1,8.94,0.0,9.49,6.32,9.22,4.47,3.61
8.06,9.22,6.0,6.71,2.0,4.47,1.41,9.49,0.0,5.83,1.0,7.07,6.08
6.4,9.22,3.16,3.61,7.62,3.16,6.32,6.32,5.83,0.0,5.0,2.0,5.0
8.0,9.49,5.0,6.32,3.0,4.12,2.24,9.22,1.0,5.0,0.0,6.4,6.0
5.0,8.06,5.1,2.24,8.6,3.16,7.21,4.47,7.07,2.0,6.4,0.0,4.12
2.0,4.24,7.81,2.0,6.71,2.24,5.39,3.61,6.08,5.0,6.0,4.12,0.0
332.145,332.145,332.145,332.145,332.145,332.145,332.145,332.145,332.145,332.145,332.145,332.145,332.145
