0.0,6.4,7.07,5.1,8.49,5.1,9.49,3.16,9.06,3.0,3.61,7.62
6.4,0.0,5.39,3.0,2.24,4.12,8.06,8.06,5.0,4.47,2.83,2.24
7.07,5.39,0.0,2.83,7.07,8.49,2.83,6.32,2.83,4.12,5.0,4.0
5.1,3.0,2.83,0.0,5.1,5.66,5.66,5.66,4.0,2.24,2.24,2.83
8.49,2.24,7.07,5.1,0.0,5.1,9.49,10.3,5.83,6.71,5.0,3.16
5.1,4.12,8.49,5.66,5.1,0.0,11.31,8.0,8.94,5.39,3.61,6.32
9.49,8.06,2.83,5.66,9.49,11.31,0.0,8.0,4.0,6.71,7.81,6.32
3.16,8.06,6.32,5.66,10.3,8.0,8.0,0.0,8.94,3.61,5.39,8.49
9.06,5.0,2.83,4.0,5.83,8.94,4.0,8.94,0.0,6.08,6.08,2.83
3.0,4.47,4.12,2.24,6.71,5.39,6.71,3.61,6.08,0.0,2.0,5.0
3.61,2.83,5.0,2.24,5.0,3.61,7.81,5.39,6.08,2.0,0.0,4.12
7.62,2.24,4.0,2.83,3.16,6.32,6.32,8.49,2.83,5.0,4.12,0.0
273.6975,273.6975,273.6975,273.6975,273.6975,273.6975,273.6975,273.6975,273.6975,273.6975,273.6975,273.6975
