0.0,3.0,4.24,7.28,10.3,7.07,5.0,8.0,2.0,3.16,9.06
3.0,0.0,6.71,8.6,12.04,9.43,4.0,8.54,5.0,3.61,9.22
4.24,6.71,0.0,4.12,6.32,2.83,6.08,5.83,3.16,4.0,7.21
7.28,8.6,4.12,0.0,3.61,3.61,5.83,2.24,7.0,5.0,3.61
10.3,12.04,6.32,3.61,0.0,4.0,9.43,5.1,9.49,8.49,6.0
7.07,9.43,2.83,3.61,4.0,0.0,8.06,5.83,5.83,6.32,7.21
5.0,4.0,6.08,5.83,9.43,8.06,0.0,5.0,6.4,2.24,5.39
8.0,8.54,5.83,2.24,5.1,5.83,5.0,0.0,8.25,5.1,1.41
2.0,5.0,3.16,7.0,9.49,5.83,6.4,8.25,0.0,4.24,9.49
3.16,3.61,4.0,5.0,8.49,6.32,2.24,5.1,4.24,0.0,6.0
9.06,9.22,7.21,3.61,6.0,7.21,5.39,1.41,9.49,6.0,0.0
244.4925,244.4925,244.4925,244.4925,244.4925,244.4925,244.4925,244.4925,244.4925,244.4925,244.4925
