0.0,4.24,4.0,5.83,7.81,1.41,7.21,6.32,2.0,4.47,7.0,1.41,7.07
4.24,0.0,3.16,6.32,3.61,5.66,3.16,5.83,5.83,5.1,5.0,2.83,2.83
4.0,3.16,0.0,8.6,6.08,5.1,4.47,8.49,6.0,7.21,8.06,3.16,5.1
5.83,6.32,8.6,0.0,8.06,6.32,9.06,1.41,5.1,1.41,3.61,5.66,8.0
7.81,3.61,6.08,8.06,0.0,9.22,2.24,7.0,9.22,7.28,5.1,6.4,1.0
1.41,5.66,5.1,6.32,9.22,0.0,8.6,7.07,1.41,5.1,8.06,2.83,8.49
7.21,3.16,4.47,9.06,2.24,8.6,0.0,8.25,8.94,8.0,6.71,5.83,1.41
6.32,5.83,8.49,1.41,7.0,7.07,8.25,0.0,6.0,2.0,2.24,5.83,7.07
2.0,5.83,6.0,5.1,9.22,1.41,8.94,6.0,0.0,4.0,7.28,3.16,8.6
4.47,5.1,7.21,1.41,7.28,5.1,8.0,2.0,4.0,0.0,3.61,4.24,7.07
7.0,5.0,8.06,3.61,5.1,8.06,6.71,2.24,7.28,3.61,0.0,6.08,5.39
1.41,2.83,3.16,5.66,6.4,2.83,5.83,5.83,3.16,4.24,6.08,0.0,5.66
7.07,2.83,5.1,8.0,1.0,8.49,1.41,7.07,8.6,7.07,5.39,5.66,0.0
319.0425,319.0425,319.0425,319.0425,319.0425,319.0425,319.0425,319.0425,319.0425,319.0425,319.0425,319.0425,319.0425
