0.0,2.24,2.24,3.16,3.16,2.24,6.32,1.41,1.41,2.83,5.39,5.66
2.24,0.0,4.0,4.12,2.24,2.0,8.06,3.61,2.24,3.0,5.66,7.81
2.24,4.0,0.0,5.0,3.61,4.47,4.12,2.24,3.61,5.0,4.0,5.39
3.16,4.12,5.0,0.0,6.0,2.24,8.6,2.83,2.0,1.41,8.54,5.1
3.16,2.24,3.61,6.0,0.0,4.12,7.07,4.47,4.0,5.1,3.61,8.6
2.24,2.0,4.47,2.24,4.12,0.0,8.54,3.0,1.0,1.0,7.21,6.71
6.32,8.06,4.12,8.6,7.07,8.54,0.0,5.83,7.62,8.94,5.0,6.32
1.41,3.61,2.24,2.83,4.47,3.0,5.83,0.0,2.0,3.16,6.08,4.24
1.41,2.24,3.61,2.0,4.0,1.0,7.62,2.0,0.0,1.41,6.71,5.83
2.83,3.0,5.0,1.41,5.1,1.0,8.94,3.16,1.41,0.0,8.06,6.32
5.39,5.66,4.0,8.54,3.61,7.21,5.0,6.08,6.71,8.06,0.0,9.22
5.66,7.81,5.39,5.1,8.6,6.71,6.32,4.24,5.83,6.32,9.22,0.0
228.0975,228.0975,228.0975,228.0975,228.0975,228.0975,228.0975,228.0975,228.0975,228.0975,228.0975,228.0975
