0.0,2.24,9.22,4.12,7.28,5.0,3.16,2.0,7.28,5.83,6.32
2.24,0.0,7.07,2.83,5.1,3.16,1.0,2.24,5.83,4.12,4.12
9.22,7.07,0.0,5.83,2.0,6.32,6.08,9.0,4.47,6.71,3.0
4.12,2.83,5.83,0.0,4.24,5.1,2.24,5.0,3.16,6.08,3.61
7.28,5.1,2.0,4.24,0.0,4.47,4.12,7.0,4.0,5.0,1.0
5.0,3.16,6.32,5.1,4.47,0.0,3.0,3.61,7.21,1.0,3.61
3.16,1.0,6.08,2.24,4.12,3.0,0.0,3.16,5.0,4.0,3.16
2.0,2.24,9.0,5.0,7.0,3.61,3.16,0.0,8.06,4.24,6.0
7.28,5.83,4.47,3.16,4.0,7.21,5.0,8.06,0.0,8.06,4.12
5.83,4.12,6.71,6.08,5.0,1.0,4.0,4.24,8.06,0.0,4.24
6.32,4.12,3.0,3.61,1.0,3.61,3.16,6.0,4.12,4.24,0.0
191.115,191.115,191.115,191.115,191.115,191.115,191.115,191.115,191.115,191.115,191.115
