0.0,5.39,2.83,4.47,4.24,5.1,6.0,4.47,6.4,6.0,1.41
5.39,0.0,7.0,9.22,5.39,3.0,9.43,1.0,7.07,2.24,5.0
2.83,7.0,0.0,6.0,7.07,7.62,8.25,6.0,9.22,8.25,4.24
4.47,9.22,6.0,0.0,5.1,7.62,2.83,8.49,6.08,8.94,4.24
4.24,5.39,7.07,5.1,0.0,2.83,4.24,5.1,2.24,4.24,2.83
5.1,3.0,7.62,7.62,2.83,0.0,7.07,3.16,4.12,1.41,4.0
6.0,9.43,8.25,2.83,4.24,7.07,0.0,8.94,4.12,8.49,5.1
4.47,1.0,6.0,8.49,5.1,3.16,8.94,0.0,7.0,2.83,4.24
6.4,7.07,9.22,6.08,2.24,4.12,4.12,7.0,0.0,5.39,5.0
6.0,2.24,8.25,8.94,4.24,1.41,8.49,2.83,5.39,0.0,5.1
1.41,5.0,4.24,4.24,2.83,4.0,5.1,4.24,5.0,5.1,0.0
219.79499999999996,219.79499999999996,219.79499999999996,219.79499999999996,219.79499999999996,219.79499999999996,219.79499999999996,219.79499999999996,219.79499999999996,219.79499999999996,219.79499999999996
