0.0,7.21,9.06,5.0,1.0,8.6,4.0,5.83,8.94,6.0,11.31,9.0,5.0
7.21,0.0,7.07,6.08,6.71,3.16,6.0,1.41,2.0,4.0,4.47,5.0,2.24
9.06,7.07,0.0,4.12,8.06,4.47,5.1,7.21,8.6,10.3,7.07,12.04,6.71
5.0,6.08,4.12,0.0,4.0,5.39,1.0,5.39,8.06,7.81,8.54,10.3,4.47
1.0,6.71,8.06,4.0,0.0,7.81,3.0,5.39,8.54,6.08,10.63,9.06,4.47
8.6,3.16,4.47,5.39,7.81,0.0,5.83,4.0,4.24,7.07,3.16,8.06,4.12
4.0,6.0,5.1,1.0,3.0,5.83,0.0,5.1,8.0,7.21,8.94,9.85,4.12
5.83,1.41,7.21,5.39,5.39,4.0,5.1,0.0,3.16,3.16,5.83,5.0,1.0
8.94,2.0,8.6,8.06,8.54,4.24,8.0,3.16,0.0,4.47,4.0,4.12,4.12
6.0,4.0,10.3,7.81,6.08,7.07,7.21,3.16,4.47,0.0,8.25,3.0,3.61
11.31,4.47,7.07,8.54,10.63,3.16,8.94,5.83,4.0,8.25,0.0,8.06,6.4
9.0,5.0,12.04,10.3,9.06,8.06,9.85,5.0,4.12,3.0,8.06,0.0,5.83
5.0,2.24,6.71,4.47,4.47,4.12,4.12,1.0,4.12,3.61,6.4,5.83,0.0
346.81499999999994,346.81499999999994,346.81499999999994,346.81499999999994,346.81499999999994,346.81499999999994,346.81499999999994,346.81499999999994,346.81499999999994,346.81499999999994,346.81499999999994,346.81499999999994,346.81499999999994
