0.0,3.61,6.32,7.0,5.0,2.83,7.28,5.83,3.16,3.0
3.61,0.0,3.0,4.47,4.24,1.0,5.66,2.24,2.24,3.16
6.32,3.0,0.0,2.24,6.71,4.0,4.12,1.41,5.1,6.08
7.0,4.47,2.24,0.0,8.6,5.39,2.0,3.61,6.71,7.62
5.0,4.24,6.71,8.6,0.0,3.61,9.9,5.39,2.24,2.0
2.83,1.0,4.0,5.39,3.61,0.0,6.4,3.16,1.41,2.24
7.28,5.66,4.12,2.0,9.9,6.4,0.0,5.39,7.81,8.6
5.83,2.24,1.41,3.61,5.39,3.16,5.39,0.0,4.0,5.0
3.16,2.24,5.1,6.71,2.24,1.41,7.81,4.0,0.0,1.0
3.0,3.16,6.08,7.62,2.0,2.24,8.6,5.0,1.0,0.0
151.33500000000004,151.33500000000004,151.33500000000004,151.33500000000004,151.33500000000004,151.33500000000004,151.33500000000004,151.33500000000004,151.33500000000004,151.33500000000004
