0.0,4.47,5.0,7.07,5.0,3.16,5.1,3.0,6.0,8.0,6.32,10.63,4.0
4.47,0.0,1.0,3.16,2.24,3.16,4.24,2.24,5.66,4.47,4.47,6.4,4.47
5.0,1.0,0.0,3.61,1.41,3.0,3.61,3.16,5.0,5.0,3.61,5.66,4.12
7.07,3.16,3.61,0.0,5.0,6.32,7.21,4.12,8.6,1.41,7.07,6.08,7.62
5.0,2.24,1.41,5.0,0.0,2.24,2.24,4.0,3.61,6.4,2.24,5.83,3.0
3.16,3.16,3.0,6.32,2.24,0.0,2.0,3.61,3.16,7.62,3.16,8.06,1.41
5.1,4.24,3.61,7.21,2.24,2.0,0.0,5.39,1.41,8.6,1.41,7.28,1.41
3.0,2.24,3.16,4.12,4.0,3.61,5.39,0.0,6.71,5.0,6.08,8.6,5.0
6.0,5.66,5.0,8.6,3.61,3.16,1.41,6.71,0.0,10.0,2.0,8.06,2.0
8.0,4.47,5.0,1.41,6.4,7.62,8.6,5.0,10.0,0.0,8.49,7.0,8.94
6.32,4.47,3.61,7.07,2.24,3.16,1.41,6.08,2.0,8.49,0.0,6.08,2.83
10.63,6.4,5.66,6.08,5.83,8.06,7.28,8.6,8.06,7.0,6.08,0.0,8.54
4.0,4.47,4.12,7.62,3.0,1.41,1.41,5.0,2.0,8.94,2.83,8.54,0.0
285.21,285.21,285.21,285.21,285.21,285.21,285.21,285.21,285.21,285.21,285.21,285.21,285.21
