0.0,2.24,3.0,5.1,8.25,2.24,1.41,5.0,6.08,9.9,7.62,1.41
2.24,0.0,4.47,6.08,9.85,4.0,3.61,4.47,4.47,9.43,8.06,1.0
3.0,4.47,0.0,2.24,5.39,4.47,2.24,4.0,6.32,8.06,5.0,4.12
5.1,6.08,2.24,0.0,4.24,6.71,4.47,3.61,6.4,6.32,2.83,6.0
8.25,9.85,5.39,4.24,0.0,9.0,7.07,7.81,10.63,9.06,5.1,9.49
2.24,4.0,4.47,6.71,9.0,0.0,2.24,7.21,8.25,12.04,9.43,3.0
1.41,3.61,2.24,4.47,7.07,2.24,0.0,5.39,7.0,10.0,7.21,2.83
5.0,4.47,4.0,3.61,7.81,7.21,5.39,0.0,2.83,5.0,4.12,5.0
6.08,4.47,6.32,6.4,10.63,8.25,7.0,2.83,0.0,6.08,6.71,5.39
9.9,9.43,8.06,6.32,9.06,12.04,10.0,5.0,6.08,0.0,4.0,10.0
7.62,8.06,5.0,2.83,5.1,9.43,7.21,4.12,6.71,4.0,0.0,8.25
1.41,1.0,4.12,6.0,9.49,3.0,2.83,5.0,5.39,10.0,8.25,0.0
285.1875,285.1875,285.1875,285.1875,285.1875,285.1875,285.1875,285.1875,285.1875,285.1875,285.1875,285.1875
