0.0,3.16,4.47,4.0,4.12,9.22,4.47,6.4,9.85,4.12,8.94
3.16,0.0,7.07,7.07,3.61,9.43,1.41,8.06,8.06,7.0,9.9
4.47,7.07,0.0,2.0,5.39,7.28,8.0,3.0,10.63,1.0,6.0
4.0,7.07,2.0,0.0,6.4,9.22,8.25,5.0,12.04,1.0,8.0
4.12,3.61,5.39,6.4,0.0,5.83,3.61,5.1,5.83,5.83,6.4
9.22,9.43,7.28,9.22,5.83,0.0,9.22,4.47,6.0,8.25,2.24
4.47,1.41,8.0,8.25,3.61,9.22,0.0,8.54,7.0,8.06,10.0
6.4,8.06,3.0,5.0,5.1,4.47,8.54,0.0,8.94,4.0,3.0
9.85,8.06,10.63,12.04,5.83,6.0,7.0,8.94,0.0,11.31,8.06
4.12,7.0,1.0,1.0,5.83,8.25,8.06,4.0,11.31,0.0,7.0
8.94,9.9,6.0,8.0,6.4,2.24,10.0,3.0,8.06,7.0,0.0
264.195,264.195,264.195,264.195,264.195,264.195,264.195,264.195,264.195,264.195,264.195
