0.0,7.07,3.61,7.81,6.32,5.1,5.0,3.0,5.39,10.63,6.08,8.49
7.07,0.0,3.61,1.0,3.16,4.0,5.0,5.39,3.0,3.61,6.08,1.41
3.61,3.61,0.0,4.47,3.0,3.61,4.24,2.0,3.16,7.07,4.24,5.0
7.81,1.0,4.47,0.0,4.12,4.12,5.1,6.32,3.16,3.16,7.07,1.0
6.32,3.16,3.0,4.12,0.0,5.83,6.71,3.61,5.0,5.39,3.0,4.0
5.1,4.0,3.61,4.12,5.83,0.0,1.0,5.39,1.0,7.28,7.81,5.1
5.0,5.0,4.24,5.1,6.71,1.0,0.0,5.83,2.0,8.25,8.49,6.08
3.0,5.39,2.0,6.32,3.61,5.39,5.83,0.0,5.1,8.6,3.16,6.71
5.39,3.0,3.16,3.16,5.0,1.0,2.0,5.1,0.0,6.32,7.21,4.12
10.63,3.61,7.07,3.16,5.39,7.28,8.25,8.6,6.32,0.0,8.25,2.24
6.08,6.08,4.24,7.07,3.0,7.81,8.49,3.16,7.21,8.25,0.0,7.0
8.49,1.41,5.0,1.0,4.0,5.1,6.08,6.71,4.12,2.24,7.0,0.0
244.56000000000003,244.56000000000003,244.56000000000003,244.56000000000003,244.56000000000003,244.56000000000003,244.56000000000003,244.56000000000003,244.56000000000003,244.56000000000003,244.56000000000003,244.56000000000003
