0.0,2.24,1.41,1.0,5.39,4.47,6.71,5.1,8.6,3.16,5.83
2.24,0.0,3.0,2.83,5.66,3.0,5.1,7.0,9.22,2.24,7.28
1.41,3.0,0.0,2.24,4.12,4.24,6.4,4.0,7.21,4.47,4.47
1.0,2.83,2.24,0.0,6.32,5.39,7.62,5.39,9.43,3.0,6.4
5.39,5.66,4.12,6.32,0.0,4.12,5.1,5.0,3.61,7.81,3.61
4.47,3.0,4.24,5.39,4.12,0.0,2.24,7.62,7.62,5.1,7.07
6.71,5.1,6.4,7.62,5.1,2.24,0.0,9.43,8.06,7.0,8.54
5.1,7.0,4.0,5.39,5.0,7.62,9.43,0.0,6.0,8.25,2.0
8.6,9.22,7.21,9.43,3.61,7.62,8.06,6.0,0.0,11.31,4.0
3.16,2.24,4.47,3.0,7.81,5.1,7.0,8.25,11.31,0.0,8.94
5.83,7.28,4.47,6.4,3.61,7.07,8.54,2.0,4.0,8.94,0.0
226.7775,226.7775,226.7775,226.7775,226.7775,226.7775,226.7775,226.7775,226.7775,226.7775,226.7775
