0.0,5.0,10.63,10.0,2.24,3.16,4.0,7.0,11.4,9.22,7.21
5.0,0.0,7.62,6.71,4.47,2.24,6.4,8.6,8.06,4.47,4.12
10.63,7.62,0.0,1.0,8.6,9.43,8.54,8.0,1.0,5.1,3.61
10.0,6.71,1.0,0.0,8.06,8.6,8.25,8.06,1.41,4.12,2.83
2.24,4.47,8.6,8.06,0.0,3.61,2.24,5.1,9.43,8.0,5.39
3.16,2.24,9.43,8.6,3.61,0.0,5.83,8.54,10.0,6.71,5.83
4.0,6.4,8.54,8.25,2.24,5.83,0.0,3.0,9.49,9.22,6.0
7.0,8.6,8.0,8.06,5.1,8.54,3.0,0.0,9.0,10.3,6.71
11.4,8.06,1.0,1.41,9.43,10.0,9.49,9.0,0.0,5.0,4.24
9.22,4.47,5.1,4.12,8.0,6.71,9.22,10.3,5.0,0.0,3.61
7.21,4.12,3.61,2.83,5.39,5.83,6.0,6.71,4.24,3.61,0.0
259.8075,259.8075,259.8075,259.8075,259.8075,259.8075,259.8075,259.8075,259.8075,259.8075,259.8075
