0.0,4.0,5.1,2.24,8.06,3.16,7.07,5.39,8.06,8.06
4.0,0.0,1.41,5.39,5.0,4.24,8.6,5.39,4.12,7.0
5.1,1.41,0.0,6.71,3.61,4.47,8.49,5.0,3.0,6.08
2.24,5.39,6.71,0.0,10.0,5.39,9.0,7.62,9.49,10.3
8.06,5.0,3.61,10.0,0.0,6.08,8.54,5.1,3.16,4.24
3.16,4.24,4.47,5.39,6.08,0.0,4.47,2.24,7.28,5.0
7.07,8.6,8.49,9.0,8.54,4.47,0.0,3.61,10.82,5.0
5.39,5.39,5.0,7.62,5.1,2.24,3.61,0.0,7.21,2.83
8.06,4.12,3.0,9.49,3.16,7.28,10.82,7.21,0.0,7.21
8.06,7.0,6.08,10.3,4.24,5.0,5.0,2.83,7.21,0.0
198.18000000000006,198.18000000000006,198.18000000000006,198.18000000000006,198.18000000000006,198.18000000000006,198.18000000000006,198.18000000000006,198.18000000000006,198.18000000000006
