0.0,3.16,4.12,5.39,5.0,4.24,2.0,1.41,5.83,2.24,2.0
3.16,0.0,7.0,4.12,8.06,7.21,3.16,4.0,7.21,4.12,5.1
4.12,7.0,0.0,7.21,1.41,4.12,4.12,3.0,4.12,3.16,2.24
5.39,4.12,7.21,0.0,8.6,9.43,3.61,5.0,5.0,4.24,6.4
5.0,8.06,1.41,8.6,0.0,3.61,5.39,4.12,5.39,4.47,3.0
4.24,7.21,4.12,9.43,3.61,0.0,5.83,4.47,8.0,5.39,3.16
2.0,3.16,4.12,3.61,5.39,5.83,0.0,1.41,4.24,1.0,2.83
1.41,4.0,3.0,5.0,4.12,4.47,1.41,0.0,4.47,1.0,1.41
5.83,7.21,4.12,5.0,5.39,8.0,4.24,4.47,0.0,3.61,5.1
2.24,4.12,3.16,4.24,4.47,5.39,1.0,1.0,3.61,0.0,2.24
2.0,5.1,2.24,6.4,3.0,3.16,2.83,1.41,5.1,2.24,0.0
177.87749999999997,177.87749999999997,177.87749999999997,177.87749999999997,177.87749999999997,177.87749999999997,177.87749999999997,177.87749999999997,177.87749999999997,177.87749999999997,177.87749999999997
