0.0,6.08,5.39,2.24,5.83,2.83,8.49,3.0,6.71,3.61
6.08,0.0,1.41,5.1,2.24,8.06,5.0,7.21,5.83,8.25
5.39,1.41,0.0,4.0,1.0,7.0,4.12,7.07,4.47,7.07
2.24,5.1,4.0,0.0,4.12,3.0,6.4,5.1,4.47,3.16
5.83,2.24,1.0,4.12,0.0,7.07,3.16,7.81,3.61,7.0
2.83,8.06,7.0,3.0,7.07,0.0,8.94,5.39,6.4,1.0
8.49,5.0,4.12,6.4,3.16,8.94,0.0,10.82,3.0,8.54
3.0,7.21,7.07,5.1,7.81,5.39,10.82,0.0,9.49,6.32
6.71,5.83,4.47,4.47,3.61,6.4,3.0,9.49,0.0,5.83
3.61,8.25,7.07,3.16,7.0,1.0,8.54,6.32,5.83,0.0
181.98000000000002,181.98000000000002,181.98000000000002,181.98000000000002,181.98000000000002,181.98000000000002,181.98000000000002,181.98000000000002,181.98000000000002,181.98000000000002
