0.0,1.41,2.24,4.12,2.83,6.71,1.41,2.0,2.0,1.41,3.61
1.41,0.0,1.0,3.61,3.16,6.4,2.0,1.41,3.16,2.83,3.61
2.24,1.0,0.0,2.83,3.0,5.66,2.24,1.0,3.61,3.61,3.16
4.12,3.61,2.83,0.0,2.24,2.83,3.0,2.24,4.12,5.0,1.41
2.83,3.16,3.0,2.24,0.0,4.12,1.41,2.0,2.0,3.16,1.0
6.71,6.4,5.66,2.83,4.12,0.0,5.39,5.0,6.08,7.28,3.16
1.41,2.0,2.24,3.0,1.41,5.39,0.0,1.41,1.41,2.0,2.24
2.0,1.41,1.0,2.24,2.0,5.0,1.41,0.0,2.83,3.16,2.24
2.0,3.16,3.61,4.12,2.0,6.08,1.41,2.83,0.0,1.41,3.0
1.41,2.83,3.61,5.0,3.16,7.28,2.0,3.16,1.41,0.0,4.12
3.61,3.61,3.16,1.41,1.0,3.16,2.24,2.24,3.0,4.12,0.0
123.96750000000002,123.96750000000002,123.96750000000002,123.96750000000002,123.96750000000002,123.96750000000002,123.96750000000002,123.96750000000002,123.96750000000002,123.96750000000002,123.96750000000002
