0.0,5.1,6.32,9.49,8.06,8.25,5.0,4.0,8.94,5.1
5.1,0.0,7.62,5.66,3.0,9.49,7.81,1.41,9.06,2.0
6.32,7.62,0.0,7.62,9.22,2.0,2.24,6.32,2.83,5.83
9.49,5.66,7.62,0.0,4.12,8.6,9.22,5.83,7.07,4.47
8.06,3.0,9.22,4.12,0.0,10.82,10.0,4.12,9.85,3.61
8.25,9.49,2.0,8.6,10.82,0.0,3.61,8.25,2.0,7.62
5.0,7.81,2.24,9.22,10.0,3.61,0.0,6.4,5.0,6.4
4.0,1.41,6.32,5.83,4.12,8.25,6.4,0.0,8.0,1.41
8.94,9.06,2.83,7.07,9.85,2.0,5.0,8.0,0.0,7.07
5.1,2.0,5.83,4.47,3.61,7.62,6.4,1.41,7.07,0.0
206.88,206.88,206.88,206.88,206.88,206.88,206.88,206.88,206.88,206.88
