0.0,3.61,6.4,4.12,1.41,8.06,8.94,6.4,2.24,7.21,7.0
3.61,0.0,7.62,4.47,3.61,7.21,6.08,8.25,3.16,8.06,5.83
6.4,7.62,0.0,3.16,7.81,4.24,8.54,1.41,8.49,1.0,4.47
4.12,4.47,3.16,0.0,5.39,4.0,6.4,4.0,5.83,3.61,3.16
1.41,3.61,7.81,5.39,0.0,9.22,9.49,7.81,1.0,8.6,8.06
8.06,7.21,4.24,4.0,9.22,0.0,5.0,5.66,9.49,3.61,1.41
8.94,6.08,8.54,6.4,9.49,5.0,0.0,9.85,9.22,8.25,4.12
6.4,8.25,1.41,4.0,7.81,5.66,9.85,0.0,8.6,2.24,5.83
2.24,3.16,8.49,5.83,1.0,9.49,9.22,8.6,0.0,9.22,8.25
7.21,8.06,1.0,3.61,8.6,3.61,8.25,2.24,9.22,0.0,4.12
7.0,5.83,4.47,3.16,8.06,1.41,4.12,5.83,8.25,4.12,0.0
240.18,240.18,240.18,240.18,240.18,240.18,240.18,240.18,240.18,240.18,240.18
